gid,objectid,loc_name,status,score,match_type,match_addr,longlabel,shortlabel,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,addrange,side,stpredir,stpretype,stname,sttype,stdir,bldgtype,bldgname,leveltype,levelname,unittype,unitname,subaddr,staddr,block,sector,nbrhd,district,city,metroarea,subregion,region,regionabbr,territory,zone,postal,postalext,country,cntryname,langcode,distance,x,y,displayx,displayy,__xmin,__xmax,ymin,ymax,exinfo,arc_single,id,loannumber,borrowerna,borrowerad,borrowerci,borrowerst,borrowerzi,loanstatus,loanstat_1,initialapp,currentapp,currenta_1,servicingl,hubzoneind,businessag,jobsreport,naicscode,lmiindicat,businessty,forgivenes,forgiven_1,full_addre,geom
86,86,World,M,100,A,"749 E 135th St, Bronx, New York, 10454","749 E 135th St, Bronx, NY, 10454, USA",749 E 135th St,PointAddress,NULL,NULL,"749 E 135th St, Bronx, New York, 10454",NULL,NULL,20,NULL,749,NULL,NULL,NULL,NULL,E,NULL,135th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,749 E 135th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,3495,USA,United States,ENG,0,-73.91285375,40.80247509,-73.91285375,40.80247509,-73.91385375,-73.91185375,40.80147509,40.80347509,NULL,"749 E. 135th Street Bronx, NY",450075,5452147201,CMC DEVELOPMENT GROUP LLC,749 E. 135th Street,Bronx,NY,10454,5/18/21,Paid in Full,60877,60877,60877,Orange Bank & Trust Company,Y,Existing or more than 2 years old,8,531210,Y,Limited  Liability Company(LLC),61473.8,4/23/21,"749 E. 135th Street Bronx, NY",0101000020E6100000D8F426326C7A52C078CDFC80B7664440
88,88,World,M,100,A,"28 E 167th St, Bronx, New York, 10452","28 E 167th St, Bronx, NY, 10452, USA",28 E 167th St,PointAddress,NULL,NULL,"28 E 167th St, Bronx, New York, 10452",NULL,NULL,20,NULL,28,NULL,NULL,NULL,NULL,E,NULL,167th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28 E 167th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,8201,USA,United States,ENG,0,-73.92154503,40.83569031,-73.92154503,40.83569031,-73.92254503,-73.92054503,40.83469031,40.83669031,NULL,"28 E 167th St Bronx, NY",453374,2405947405,ANYELISA REST. CORP.,28 E 167th St,Bronx,NY,10452-8201,9/21/21,Paid in Full,59175,59175,59175,Ponce Bank,Y,Existing or more than 2 years old,11,722511,Y,Corporation,59925.63,8/18/21,"28 E 167th St Bronx, NY",0101000020E6100000F4F50498FA7A52C000D670E6F76A4440
89,89,World,M,100,A,"408 E 134th St, Bronx, New York, 10454","408 E 134th St, Bronx, NY, 10454, USA",408 E 134th St,PointAddress,NULL,NULL,"408 E 134th St, Bronx, New York, 10454",NULL,NULL,20,NULL,408,NULL,NULL,NULL,NULL,E,NULL,134th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,408 E 134th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,4652,USA,United States,ENG,0,-73.92421576,40.80621988,-73.92421576,40.80621988,-73.92521576,-73.92321576,40.80521988,40.80721988,NULL,"408 E 134th St Bronx, NY",453521,9541527709,"THE FIEDLER COMPANIES, INC.",408 E 134th St,Bronx,NY,10454-4502,7/20/21,Paid in Full,59100,59100,59100,"Newtek Small Business Finance, Inc.",Y,Existing or more than 2 years old,5,238160,Y,Subchapter S Corporation,59707.42,6/11/21,"408 E 134th St Bronx, NY",0101000020E61000004CF6DA59267B52C068CE803632674440
90,90,World,M,100,A,"107 Featherbed Ln, Bronx, New York, 10452","107 Featherbed Ln, Bronx, NY, 10452, USA",107 Featherbed Ln,PointAddress,NULL,NULL,"107 Featherbed Ln, Bronx, New York, 10452",NULL,NULL,20,NULL,107,NULL,NULL,NULL,NULL,NULL,NULL,Featherbed,Ln,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107 Featherbed Ln,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,1615,USA,United States,ENG,0,-73.91857348,40.84631953,-73.91857348,40.84631953,-73.91957348,-73.91757348,40.84531953,40.84731953,NULL,"107 Featherbed Ln Bronx, NY",454094,3406868800,ESPERANZA SUPERMARKET LLC,107 Featherbed Ln,Bronx,NY,10452-1615,2/18/22,Paid in Full,58788,58788,58788,Loan Source Incorporated,Y,Existing or more than 2 years old,15,445110,Y,Limited  Liability Company(LLC),59179.58,12/14/21,"107 Featherbed Ln Bronx, NY",0101000020E610000090F56CE8C97A52C0A8D8C632546C4440
91,91,World,M,100,A,"550 Barry St, Bronx, New York, 10474","550 Barry St, Bronx, NY, 10474, USA",550 Barry St,PointAddress,NULL,NULL,"550 Barry St, Bronx, New York, 10474",NULL,NULL,20,NULL,550,NULL,NULL,NULL,NULL,NULL,NULL,Barry,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,550 Barry St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6602,USA,United States,ENG,0,-73.89518705,40.81050693,-73.89518705,40.81050693,-73.89618705,-73.89418705,40.80950693,40.81150693,NULL,"550 BARRY STREET Bronx, NY",456084,1416197700,DIVINE MOVING &AMP; STORAGE LTD,550 BARRY STREET,Bronx,NY,10474,3/3/21,Paid in Full,57708,57708,57708,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,10,484210,Y,Corporation,58068.81,12/18/20,"550 BARRY STREET Bronx, NY",0101000020E61000008CF29EBE4A7952C080CFE2B0BE674440
92,92,World,M,100,A,"423 E 138th St, Bronx, New York, 10454","423 E 138th St, Bronx, NY, 10454, USA",423 E 138th St,PointAddress,NULL,NULL,"423 E 138th St, Bronx, New York, 10454",NULL,NULL,20,NULL,423,NULL,NULL,NULL,NULL,E,NULL,138th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,423 E 138th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,3041,USA,United States,ENG,0,-73.92177939,40.80883231,-73.92177939,40.80883231,-73.92277939,-73.92077939,40.80783231,40.80983231,NULL,"423 E. 138th Street Bronx, NY",456730,9543037207,"RAY'S PHARMACY, INC.",423 E. 138th Street,Bronx,NY,10454,1/19/22,Paid in Full,57435,57435,57435,"Spencer Savings Bank, SLA",Y,Existing or more than 2 years old,7,446110,Y,Corporation,57904.05,2/24/21,"423 E. 138th Street Bronx, NY",0101000020E6100000F8F5FC6EFE7A52C018CF26D187674440
93,93,World,M,100,A,"567 Courtlandt Ave, Bronx, New York, 10451","567 Courtlandt Ave, Bronx, NY, 10451, USA",567 Courtlandt Ave,PointAddress,NULL,NULL,"567 Courtlandt Ave, Bronx, New York, 10451",NULL,NULL,20,NULL,567,NULL,NULL,NULL,NULL,NULL,NULL,Courtlandt,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,567 Courtlandt Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5015,USA,United States,ENG,0,-73.91946791,40.81703065,-73.91946791,40.81703065,-73.92046791,-73.91846791,40.81603065,40.81803065,NULL,"567 courtlandt ave Bronx, NY",459789,6829397702,PVR DRUGS INC,567 courtlandt ave,Bronx,NY,10451,6/15/21,Paid in Full,55900,55900,55900,"Citibank, N.A.",Y,Existing or more than 2 years old,8,446110,Y,Corporation,56449.68,4/29/21,"567 courtlandt ave Bronx, NY",0101000020E6100000ACF5F28FD87A52C020D1CE7594684440
94,94,World,M,100,A,"674 Hunts Point Ave, Bronx, New York, 10474","674 Hunts Point Ave, Bronx, NY, 10474, USA",674 Hunts Point Ave,PointAddress,NULL,NULL,"674 Hunts Point Ave, Bronx, New York, 10474",NULL,NULL,20,NULL,674,NULL,NULL,NULL,NULL,NULL,NULL,Hunts Point,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674 Hunts Point Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6507,USA,United States,ENG,0,-73.88478184,40.81376992,-73.88478184,40.81376992,-73.88578184,-73.88378184,40.81276992,40.81476992,NULL,"674 Hunts Point Ave Bronx, NY",462158,1100769102,NEW V & B POWER CORP,674 Hunts Point Ave,Bronx,NY,10474-6507,1/20/22,Paid in Full,54872,54872,54872,Ponce Bank,Y,Existing or more than 2 years old,12,236118,Y,Corporation,55143.92,12/27/21,"674 Hunts Point Ave Bronx, NY",0101000020E610000038F10044A07852C050D0D69C29684440
95,95,World,M,100,A,"337 E 149th St, Bronx, New York, 10451","337 E 149th St, Bronx, NY, 10451, USA",337 E 149th St,PointAddress,NULL,NULL,"337 E 149th St, Bronx, New York, 10451",NULL,NULL,20,NULL,337,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,337 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5688,USA,United States,ENG,0,-73.92013713,40.8168809,-73.92013713,40.8168809,-73.92113713,-73.91913713,40.8158809,40.8178809,NULL,"337 East 149th Street Bronx, NY",465758,6466047005,PHARMORE RX INC.,337 East 149th Street,Bronx,NY,10451,7/15/21,Paid in Full,53100,53100,53100,Live Oak Banking Company,Y,Existing or more than 2 years old,7,446110,Y,Corporation,53715.38,6/9/21,"337 East 149th Street Bronx, NY",0101000020E6100000C8F5D286E37A52C020D1AC8D8F684440
96,96,World,M,100,A,"629 Casanova St, Bronx, New York, 10474","629 Casanova St, Bronx, NY, 10474, USA",629 Casanova St,PointAddress,NULL,NULL,"629 Casanova St, Bronx, New York, 10474",NULL,NULL,20,NULL,629,NULL,NULL,NULL,NULL,NULL,NULL,Casanova,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,629 Casanova St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6301,USA,United States,ENG,0,-73.88995113,40.81261648,-73.88995113,40.81261648,-73.89095113,-73.88895113,40.81161648,40.81361648,NULL,"629 Casanova Street Bronx, NY",466472,5434487303,SKYWAY ROAD SERVICE CORP,629 Casanova Street,Bronx,NY,10474,10/22/21,Paid in Full,52775,52775,52775,"TD Bank, National Association",Y,Existing or more than 2 years old,6,811111,Y,Corporation,53491.86,9/10/21,"629 Casanova Street Bronx, NY",0101000020E6100000E8F190F5F47852C008D022D103684440
97,97,World,M,100,A,"313 E 161st St, Bronx, New York, 10451","313 E 161st St, Bronx, NY, 10451, USA",313 E 161st St,PointAddress,NULL,NULL,"313 E 161st St, Bronx, New York, 10451",NULL,NULL,20,NULL,313,NULL,NULL,NULL,NULL,E,NULL,161st,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,313 E 161st St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,3535,USA,United States,ENG,0,-73.91682141,40.82522358,-73.91682141,40.82522358,-73.91782141,-73.91582141,40.82422358,40.82622358,NULL,"313 E 161ST STREET Bronx, NY",466773,4136777304,WATER PLACE PHARMACY LLC,313 E 161ST STREET,Bronx,NY,10451,5/14/21,Paid in Full,52616,52616,52616,Valley National Bank,Y,Existing or more than 2 years old,8,446110,Y,Limited  Liability Company(LLC),53137.78,4/30/21,"313 E 161ST STREET Bronx, NY",0101000020E610000058F5B633AD7A52C038D31CEDA0694440
98,98,World,M,100,A,"903 Gerard Ave, Bronx, New York, 10452","903 Gerard Ave, Bronx, NY, 10452, USA",903 Gerard Ave,PointAddress,NULL,NULL,"903 Gerard Ave, Bronx, New York, 10452",NULL,NULL,20,NULL,903,NULL,NULL,NULL,NULL,NULL,NULL,Gerard,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,903 Gerard Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,9405,USA,United States,ENG,0,-73.92469738,40.82842731,-73.92469738,40.82842731,-73.92569738,-73.92369738,40.82742731,40.82942731,NULL,"903 Gerard Avenue Bronx, NY",467524,9672577201,"GERARD PHARMACY, INC.",903 Gerard Avenue,Bronx,NY,10452,1/19/22,Paid in Full,52368,52368,52368,"Spencer Savings Bank, SLA",Y,Existing or more than 2 years old,7,446110,Y,Corporation,52795.17,2/24/21,"903 Gerard Avenue Bronx, NY",0101000020E61000005CF6EE3D2E7B52C010D4F4E7096A4440
99,99,World,M,100,A,"1001 Grand Conc, Bronx, New York, 10452","1001 Grand Conc, Bronx, NY, 10452, USA",1001 Grand Conc,PointAddress,NULL,NULL,"1001 Grand Conc, Bronx, New York, 10452",NULL,NULL,20,NULL,1001,NULL,NULL,NULL,NULL,NULL,NULL,Grand,Conc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001 Grand Conc,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,9137,USA,United States,ENG,0,-73.92135602,40.82999665,-73.92135602,40.82999665,-73.92235602,-73.92035602,40.82899665,40.83099665,NULL,"1001 Grand Concourse Apt 1E Bronx, NY",467584,8316087402,CONCOURSE PEDIATRICS P.C.,1001 Grand Concourse Apt 1E,Bronx,NY,10452,7/20/21,Paid in Full,52340,52340,52340,Popular Bank,Y,Existing or more than 2 years old,6,621111,Y,Subchapter S Corporation,52886.66,6/3/21,"1001 Grand Concourse Apt 1E Bronx, NY",0101000020E6100000F0F53E7FF77A52C080D490543D6A4440
100,100,World,M,100,A,"273 E 149th St, Bronx, New York, 10451","273 E 149th St, Bronx, NY, 10451, USA",273 E 149th St,PointAddress,NULL,NULL,"273 E 149th St, Bronx, New York, 10451",NULL,NULL,20,NULL,273,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,273 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5601,USA,United States,ENG,0,-73.9223569,40.81745402,-73.9223569,40.81745402,-73.9233569,-73.9213569,40.81645402,40.81845402,NULL,"273 East 149th Street Bronx, NY",468277,9516377209,"GARDEN PHARMACY, INC",273 East 149th Street,Bronx,NY,10451,1/19/22,Paid in Full,52025,52025,52025,"Spencer Savings Bank, SLA",Y,Existing or more than 2 years old,7,446110,Y,Corporation,52449.87,2/24/21,"273 East 149th Street Bronx, NY",0101000020E61000000CF640E5077B52C050D14A55A2684440
101,101,World,M,99.09,A,"147 Lincoln Ave, Bronx, New York, 10454","147 Lincoln Ave, Bronx, NY, 10454, USA",147 Lincoln Ave,PointAddress,NULL,NULL,"147 Lincoln Ave, Bronx, New York, 10454",NULL,NULL,20,NULL,147,NULL,NULL,NULL,NULL,NULL,NULL,Lincoln,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,147 Lincoln Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,4439,USA,United States,ENG,0,-73.92906435,40.80868839,-73.92906435,40.80868839,-73.93006435,-73.92806435,40.80768839,40.80968839,3B,"147 Lincoln Ave 3B Bronx, NY",469453,9240217303,FAIRFIELD REFRIGERATION AND COOLING EQUIPMENT,147 Lincoln Ave 3B,Bronx,NY,10454,3/23/22,Paid in Full,51534,51534,51534,Cross River Bank,Y,Existing or more than 2 years old,11,238220,Y,Sole Proprietorship,52402.31,1/19/22,"147 Lincoln Ave 3B Bronx, NY",0101000020E6100000ECF656CA757B52C008CFE21983674440
102,102,World,M,100,A,"25 W 170th St, Bronx, New York, 10452","25 W 170th St, Bronx, NY, 10452, USA",25 W 170th St,PointAddress,NULL,NULL,"25 W 170th St, Bronx, New York, 10452",NULL,NULL,20,NULL,25,NULL,NULL,NULL,NULL,W,NULL,170th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25 W 170th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,3236,USA,United States,ENG,0,-73.91864339,40.84068408,-73.91864339,40.84068408,-73.91964339,-73.91764339,40.83968408,40.84168408,NULL,"25 West 170 St Bronx, NY",469865,5440707402,170TH ST AUTO MECHANIC SHOP INC,25 West 170 St,Bronx,NY,10452,5/22/21,Paid in Full,51360,51360,51360,Popular Bank,Y,Existing or more than 2 years old,10,811121,Y,Corporation,51847.92,4/28/21,"25 West 170 St Bronx, NY",0101000020E610000098F5A00DCB7A52C038D738899B6B4440
103,103,World,M,100,A,"1187 Jerome Ave, Bronx, New York, 10452","1187 Jerome Ave, Bronx, NY, 10452, USA",1187 Jerome Ave,PointAddress,NULL,NULL,"1187 Jerome Ave, Bronx, New York, 10452",NULL,NULL,20,NULL,1187,NULL,NULL,NULL,NULL,NULL,NULL,Jerome,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1187 Jerome Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,3331,USA,United States,ENG,0,-73.92303634,40.835881,-73.92303634,40.835881,-73.92403634,-73.92203634,40.834881,40.836881,NULL,"1187 JEROME AVENUE Bronx, NY",470781,6323467800,1187 T&J FOOD CORP,1187 JEROME AVENUE,Bronx,NY,10452,2/24/21,Paid in Full,50950,50950,50950,Popular Bank,Y,Existing or more than 2 years old,11,445110,Y,Corporation,51258.53,1/8/21,"1187 JEROME AVENUE Bronx, NY",0101000020E610000028F60407137B52C000D60C26FE6A4440
104,104,World,M,100,A,"740 Southern Blvd, Bronx, New York, 10455","740 Southern Blvd, Bronx, NY, 10455, USA",740 Southern Blvd,PointAddress,NULL,NULL,"740 Southern Blvd, Bronx, New York, 10455",NULL,NULL,20,NULL,740,NULL,NULL,NULL,NULL,NULL,NULL,Southern,Blvd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,740 Southern Blvd,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,2106,USA,United States,ENG,0,-73.89789474,40.81445342,-73.89789474,40.81445342,-73.89889474,-73.89689474,40.81345342,40.81545342,NULL,"740 SOUTHERN BLVD Bronx, NY",471429,4138317702,BB PAINT DISTRIBUTORS INC-SBA SMALL 7A TERM,740 SOUTHERN BLVD,Bronx,NY,10455,6/30/21,Paid in Full,50660,50660,50660,"TD Bank, National Association",Y,Existing or more than 2 years old,5,424950,Y,Subchapter S Corporation,51046.97,3/22/21,"740 SOUTHERN BLVD Bronx, NY",0101000020E6100000ECF27E1B777952C090D0780240684440
105,105,World,M,100,A,"225 Bruckner Blvd, Bronx, New York, 10454","225 Bruckner Blvd, Bronx, NY, 10454, USA",225 Bruckner Blvd,PointAddress,NULL,NULL,"225 Bruckner Blvd, Bronx, New York, 10454",NULL,NULL,20,NULL,225,NULL,NULL,NULL,NULL,NULL,NULL,Bruckner,Blvd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,225 Bruckner Blvd,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,1819,USA,United States,ENG,0,-73.91323211,40.80449589,-73.91323211,40.80449589,-73.91423211,-73.91223211,40.80349589,40.80549589,NULL,"225 Bruckner Blvd Bronx, NY",472480,4378757704,"MATTE GRAPHICS , LLC",225 Bruckner Blvd,Bronx,NY,10454,11/23/21,Paid in Full,50185,50185,50185,"TD Bank, National Association",Y,Existing or more than 2 years old,5,541430,Y,Limited  Liability Company(LLC),50928.02,10/22/21,"225 Bruckner Blvd Bronx, NY",0101000020E6100000E0F41A65727A52C0F8CDA0B8F9664440
106,106,World,M,100,A,"795 Prospect Ave, Bronx, New York, 10455","795 Prospect Ave, Bronx, NY, 10455, USA",795 Prospect Ave,PointAddress,NULL,NULL,"795 Prospect Ave, Bronx, New York, 10455",NULL,NULL,20,NULL,795,NULL,NULL,NULL,NULL,NULL,NULL,Prospect,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,795 Prospect Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,1816,USA,United States,ENG,0,-73.90218535,40.81883728,-73.90218535,40.81883728,-73.90318535,-73.90118535,40.81783728,40.81983728,NULL,"795 Prospect Av. Bronx, NY",472586,9300877403,PROSPECT SUPERMARKET OF NY INC,795 Prospect Av.,Bronx,NY,10455,11/23/21,Paid in Full,50107,50107,50107,"TD Bank, National Association",Y,Existing or more than 2 years old,11,445110,Y,Corporation,50837.73,10/28/21,"795 Prospect Av. Bronx, NY",0101000020E610000078F3A067BD7952C0A8D1F6A8CF684440
107,107,World,M,100,A,"344 E 149th St, Bronx, New York, 10451","344 E 149th St, Bronx, NY, 10451, USA",344 E 149th St,PointAddress,NULL,NULL,"344 E 149th St, Bronx, New York, 10451",NULL,NULL,20,NULL,344,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,344 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5617,USA,United States,ENG,0,-73.92000654,40.81652526,-73.92000654,40.81652526,-73.92100654,-73.91900654,40.81552526,40.81752526,NULL,"344 East 149th St. Bronx, NY",474981,3391567706,THE EVERGREEN ASSOCIATION INC-SBA SMALL 7A TERM,344 East 149th St.,Bronx,NY,10451,6/30/21,Paid in Full,49414,49414,49414,"TD Bank, National Association",Y,Existing or more than 2 years old,5,0,Y,Sole Proprietorship,49913.63,5/6/21,"344 East 149th St. Bronx, NY",0101000020E6100000C4F51663E17A52C018D150E683684440
108,108,World,M,100,A,"790 Concourse Vlg W, Bronx, New York, 10451","790 Concourse Vlg W, Bronx, NY, 10451, USA",790 Concourse Vlg W,PointAddress,NULL,NULL,"790 Concourse Vlg W, Bronx, New York, 10451",NULL,NULL,20,NULL,790,NULL,NULL,NULL,NULL,NULL,NULL,Concourse,Vlg,W,NULL,NULL,NULL,NULL,NULL,NULL,NULL,790 Concourse Vlg W,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,3804,USA,United States,ENG,0,-73.92237157,40.82428372,-73.92237157,40.82428372,-73.92337157,-73.92137157,40.82328372,40.82528372,NULL,"790 Concourse Vlg W Apt 19A Bronx, NY",475271,2946488310,COALITION ON POSITIVE HEALTH EMPOWERMENT,790 Concourse Vlg W Apt 19A,Bronx,NY,10451-3803,7/21/21,Paid in Full,49297,49297,49297,"Grow America Fund, Incorporated",Y,Existing or more than 2 years old,5,525120,N,501(c)3 – Non Profit,49490.08,6/14/21,"790 Concourse Vlg W Apt 19A Bronx, NY",0101000020E61000000CF6C622087B52C000D3F82082694440
109,109,World,M,100,A,"725 E 135th St, Bronx, New York, 10454","725 E 135th St, Bronx, NY, 10454, USA",725 E 135th St,PointAddress,NULL,NULL,"725 E 135th St, Bronx, New York, 10454",NULL,NULL,20,NULL,725,NULL,NULL,NULL,NULL,E,NULL,135th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,725 E 135th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,3408,USA,United States,ENG,0,-73.91340076,40.80270828,-73.91340076,40.80270828,-73.91440076,-73.91240076,40.80170828,40.80370828,NULL,"725 East 135th Street Bronx, NY",475851,2158667308,LCS RESTORATION CORP,725 East 135th Street,Bronx,NY,10454,11/19/21,Paid in Full,49050,49050,49050,"Santander Bank, National Association",Y,Existing or more than 2 years old,7,238990,Y,Corporation,49747.45,10/6/21,"725 East 135th Street Bronx, NY",0101000020E6100000E8F47228757A52C088CD1425BF664440
110,110,World,M,100,A,"614 Melrose Ave, Bronx, New York, 10455","614 Melrose Ave, Bronx, NY, 10455, USA",614 Melrose Ave,PointAddress,NULL,NULL,"614 Melrose Ave, Bronx, New York, 10455",NULL,NULL,20,NULL,614,NULL,NULL,NULL,NULL,NULL,NULL,Melrose,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,614 Melrose Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,2627,USA,United States,ENG,0,-73.91692493,40.81757098,-73.91692493,40.81757098,-73.91792493,-73.91592493,40.81657098,40.81857098,NULL,"614 Melrose Ave Bronx, NY",477844,6165918009,614 MELROSE RESTAURANT CORP,614 Melrose Ave,Bronx,NY,10455-2627,4/19/22,Paid in Full,48210,48210,48210,Popular Bank,Y,Existing or more than 2 years old,12,722511,Y,Corporation,48654.67,8/18/21,"614 Melrose Ave Bronx, NY",0101000020E610000060F5E4E5AE7A52C058D1802AA6684440
111,111,World,M,99.68,A,"1020 Grand Conc, Bronx, New York, 10451","1020 Grand Conc, Bronx, NY, 10451, USA",1020 Grand Conc,PointAddress,NULL,NULL,"1020 Grand Conc, Bronx, New York, 10451",NULL,NULL,20,NULL,1020,NULL,NULL,NULL,NULL,NULL,NULL,Grand,Conc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1020 Grand Conc,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,2605,USA,United States,ENG,0,-73.92031298,40.83024522,-73.92031298,40.83024522,-73.92131298,-73.91931298,40.82924522,40.83124522,J,"1020 Grand Concourse Apt 12 - J Bronx, NY",481734,7142857707,"JOHN KLAUDER PIPE ORGAN SERVICE, INC.",1020 Grand Concourse Apt 12 - J,Bronx,NY,10451,3/19/21,Paid in Full,46700,46700,46700,"Citibank, N.A.",Y,Existing or more than 2 years old,5,811490,Y,Corporation,47048.95,2/9/21,"1020 Grand Concourse Apt 12 - J Bronx, NY",0101000020E6100000CCF56668E67A52C0A0D4AE79456A4440
112,112,World,M,100,A,"1307 Edward L Grant Hwy, Bronx, New York, 10452","1307 Edward L Grant Hwy, Bronx, NY, 10452, USA",1307 Edward L Grant Hwy,PointAddress,NULL,NULL,"1307 Edward L Grant Hwy, Bronx, New York, 10452",NULL,NULL,20,NULL,1307,NULL,NULL,NULL,NULL,NULL,NULL,Edward L Grant,Hwy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1307 Edward L Grant Hwy,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,3145,USA,United States,ENG,0,-73.92167453,40.8392582,-73.92167453,40.8392582,-73.92267453,-73.92067453,40.8382582,40.8402582,NULL,"1307 Edward L Grant Hwy Bronx, NY",483078,4632448501,M & A USA CORP,1307 Edward L Grant Hwy,Bronx,NY,10452-3145,12/14/21,Paid in Full,46157,46157,46157,Itria Ventures LLC,Y,Existing or more than 2 years old,11,236116,Y,Corporation,46487.79,11/16/21,"1307 Edward L Grant Hwy Bronx, NY",0101000020E6100000F4F52EB7FC7A52C0E8D602D06C6B4440
